id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.4603543;48.2231718;13262;34.71;3;Scheduled;0
3;16.3713021;48.1708098;4805;32.43;3;Scheduled;0
4;16.27845;48.1732016;11013;24.3;3;Scheduled;0
5;16.2966612;48.1981533;935;28.94;2;OnDemand;2.16
6;16.3394577;48.2106796;11424;33.48;2;OnDemand;14.64
7;16.4117175;48.2531764;9598;26.8;1;OnDemand;17.75
8;16.4278807;48.2472767;8595;22.21;1;OnDemand;76.29
9;16.4439093;48.2737388;7304;21.93;1;OnDemand;77.51
10;16.3297316;48.2025652;1594;20.37;2;OnDemand;105.84
11;16.4487851;48.2395328;5063;31.04;1;OnDemand;116.33
12;16.442964;48.2495276;12266;25.6;1;OnDemand;167.69
13;16.3431009;48.2058219;1314;28.62;2;OnDemand;170.5
14;16.4393613;48.2439574;12560;32.38;1;OnDemand;185.92
15;16.4315868;48.2386466;5075;32.21;1;OnDemand;203.11
16;16.3524843;48.1980388;15776;33.09;2;OnDemand;248.16
17;16.4279021;48.2510251;6460;21.66;1;OnDemand;254.87
18;16.2878319;48.2083761;1043;34.29;2;OnDemand;255.1
19;16.3088942;48.2130995;6930;28.54;2;OnDemand;281.2
20;16.4348912;48.241793;10286;20.55;1;OnDemand;296.53
21;16.333832;48.1950485;1918;23.68;2;OnDemand;306.2
22;16.2797836;48.1966875;453;34.68;2;OnDemand;311.24
23;16.3020645;48.1972657;888;33.29;2;OnDemand;316.55
24;16.4440372;48.266891;9366;23.61;1;OnDemand;323.3
25;16.3147768;48.1715806;6336;31.36;2;OnDemand;331.31
26;16.340736;48.1802968;13652;28.44;2;OnDemand;337.42
