id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3083212;48.2233666;8003;32.97;3;Scheduled;0
3;16.369448;48.2235657;4774;29.22;3;Scheduled;0
4;16.29052;48.2125488;10368;28.36;2;Scheduled;0
5;16.3195395;48.1560293;13217;24.93;3;Scheduled;0
6;16.2771417;48.1542445;9724;26.8;3;Scheduled;0
7;16.3898564;48.1432395;12758;27.51;3;Scheduled;0
8;16.2731241;48.1879173;10538;22.71;3;Scheduled;0
9;16.4047518;48.1846417;8461;27.94;3;Scheduled;0
10;16.3974802;48.138088;4049;21.13;3;Scheduled;0
11;16.3778727;48.213534;13498;24.17;3;Scheduled;0
12;16.335199;48.2471619;11570;23.19;3;Scheduled;0
13;16.5234499;48.214644;12256;24.27;3;Scheduled;0
14;16.3286983;48.1385561;8788;33.43;3;Scheduled;0
15;16.4368328;48.2616086;5636;26.69;1;OnDemand;16.88
16;16.45452;48.2276787;2279;31.7;1;OnDemand;20.38
17;16.4093024;48.2116038;1725;33.21;3;OnDemand;25.79
18;16.4326067;48.2554153;12272;26.2;1;OnDemand;36.07
19;16.2579415;48.1396246;16046;20.96;3;OnDemand;55.81
20;16.4286407;48.2403168;11947;25.03;1;OnDemand;57.09
21;16.4368328;48.2616086;5636;30.86;1;OnDemand;76.42
22;16.2605627;48.1819263;3591;25.06;3;OnDemand;85.47
23;16.3769939;48.2188792;4181;29.46;3;OnDemand;85.73
24;16.4646639;48.1753389;9789;32.61;3;OnDemand;92.21
25;16.3048165;48.2123773;1134;32.84;2;OnDemand;93.39
26;16.3102797;48.2137126;2882;25.87;2;OnDemand;105.58
27;16.5251115;48.205988;14109;25.71;3;OnDemand;109.48
28;16.4658372;48.1599644;7693;33.43;3;OnDemand;121.31
29;16.3316716;48.1964612;2729;29.66;2;OnDemand;122.29
30;16.4367914;48.2592096;4469;31.12;1;OnDemand;126.86
31;16.4280082;48.2197548;12311;29.08;3;OnDemand;149.3
32;16.3624303;48.2273383;3205;33.55;3;OnDemand;185.64
33;16.4731842;48.2268718;12967;24.41;3;OnDemand;190.07
34;16.4322219;48.2361393;12952;22.87;1;OnDemand;204.02
35;16.3364077;48.2005571;2860;33.3;2;OnDemand;207.1
36;16.2989533;48.189136;2794;27.55;2;OnDemand;230.58
37;16.4479661;48.2646427;13251;33.16;1;OnDemand;237.4
38;16.316536;48.2251788;5964;22.84;3;OnDemand;247.84
39;16.5201302;48.2049651;9178;31.37;3;OnDemand;251.38
40;16.4512762;48.244705;7464;30.87;1;OnDemand;254.07
41;16.3334845;48.1929135;14767;34.16;2;OnDemand;296.06
42;16.427724;48.2398183;11946;28.21;1;OnDemand;302.4
43;16.3315881;48.1931779;1914;30.68;2;OnDemand;316.53
44;16.3130869;48.2026022;1177;25.83;2;OnDemand;328.01
45;16.4673137;48.2473104;13111;21.51;1;OnDemand;330.15
46;16.4087417;48.2547957;13622;33.91;1;OnDemand;338.19
47;16.3389968;48.1897937;13281;24.25;2;OnDemand;347.81
48;16.3331449;48.1880469;14515;28.86;2;OnDemand;359.37
49;16.464288;48.2307661;5479;21.66;1;OnDemand;368.62
50;16.268014;48.1896684;820;32.61;3;OnDemand;381.52
