id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3743185;48.1891707;3769;33.06;3;Scheduled;0
3;16.5405941;48.2146101;8843;23.77;3;Scheduled;0
4;16.3621347;48.201073;5094;24.87;3;Scheduled;0
5;16.3215563;48.1626891;6691;24.59;3;Scheduled;0
6;16.2746377;48.1643979;6841;22.76;3;Scheduled;0
7;16.2513883;48.218416;8167;30.2;3;Scheduled;0
8;16.3158267;48.2140857;2922;31.5;2;Scheduled;0
9;16.4352745;48.2527037;5086;30.23;1;Scheduled;0
10;16.4277677;48.2472969;10288;23.14;1;OnDemand;13.02
11;16.4598374;48.2408557;13976;30.68;1;OnDemand;15.21
12;16.41623;48.2305969;7962;29.08;1;OnDemand;15.5
13;16.3295866;48.1718667;11643;25.11;2;OnDemand;20.5
14;16.419344;48.2611507;6463;20.62;1;OnDemand;65.13
15;16.415203;48.2323589;6319;26.03;1;OnDemand;73.95
16;16.3272905;48.2109258;2465;21.19;2;OnDemand;79.49
17;16.2824222;48.1791866;2142;24.69;2;OnDemand;83.67
18;16.4115357;48.260611;1632;24.88;1;OnDemand;112.24
19;16.3026504;48.2008989;1138;21.18;2;OnDemand;122.31
20;16.2970909;48.1720115;184;22.25;2;OnDemand;152.17
21;16.3121364;48.2126054;6956;22.29;2;OnDemand;190.99
22;16.4346377;48.2416571;2188;33.7;1;OnDemand;235.68
23;16.3014872;48.1860808;15045;30.53;2;OnDemand;238.21
24;16.2841837;48.1962271;485;32.31;2;OnDemand;239.31
25;16.475418;48.2433104;9729;29.98;1;OnDemand;266.25
26;16.3222571;48.2152496;2931;23.24;2;OnDemand;280.66
27;16.2990371;48.1844868;11107;26.95;2;OnDemand;307.07
28;16.4538414;48.2751266;12981;30.75;1;OnDemand;321.83
29;16.3274724;48.1912906;14776;32.33;2;OnDemand;347.59
30;16.4127936;48.2487215;5027;32.31;1;OnDemand;347.75
31;16.4491715;48.2556169;10003;23;1;OnDemand;394.77
