id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.4603543;48.2231718;13262;20.38;3;Scheduled;0
3;16.3713021;48.1708098;4805;26.02;3;Scheduled;0
4;16.27845;48.1732016;11013;23;3;Scheduled;0
5;16.3816115;48.2446664;12703;32.85;3;Scheduled;0
6;16.3174785;48.2229172;12679;34.57;3;Scheduled;0
7;16.399751;48.1887861;8464;24.86;3;Scheduled;0
8;16.4699881;48.2277848;5468;31;3;Scheduled;0
9;16.3892948;48.2023366;14288;25.1;3;Scheduled;0
10;16.3635971;48.225016;3275;34.65;3;Scheduled;0
11;16.4609164;48.1454566;3452;25.96;3;Scheduled;0
12;16.4355239;48.2507014;15656;25.7;1;Scheduled;0
13;16.3825067;48.2113874;689;28.41;3;Scheduled;0
14;16.3213189;48.2325712;11850;26.96;3;Scheduled;0
15;16.2823714;48.1679681;10176;22.95;3;Scheduled;0
16;16.2808093;48.1361538;6786;26.4;3;Scheduled;0
17;16.3615689;48.2442322;14837;21.4;3;Scheduled;0
18;16.3091728;48.1936237;1063;21.73;2;OnDemand;2.16
19;16.4206238;48.2344415;11093;26.6;1;OnDemand;52.54
20;16.2990945;48.1740763;14067;23.01;2;OnDemand;71.17
21;16.3399682;48.1957006;6609;26.41;2;OnDemand;75.12
22;16.347839;48.1959422;2102;34.71;2;OnDemand;102.53
23;16.4315868;48.2386466;5075;32.43;1;OnDemand;133.09
24;16.3524843;48.1980388;15776;24.3;2;OnDemand;213.18
25;16.4279021;48.2510251;6460;28.94;1;OnDemand;225.1
26;16.4044412;48.2509023;7246;33.48;1;OnDemand;225.51
27;16.4516795;48.2608412;5609;26.8;1;OnDemand;350.54
28;16.4348912;48.241793;10286;22.21;1;OnDemand;377.8
29;16.333832;48.1950485;1918;21.93;2;OnDemand;394.99
