id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3389235;48.2536023;12138;29.71;3;Scheduled;0
3;16.3760482;48.1839801;10936;30.9;3;Scheduled;0
4;16.4472271;48.206604;2254;23.39;3;Scheduled;0
5;16.2970579;48.1437345;6858;28.75;3;Scheduled;0
6;16.4625429;48.2433252;13176;30.49;1;Scheduled;0
7;16.354337;48.2305485;1832;27.3;3;Scheduled;0
8;16.3872213;48.1930981;3796;24.02;3;Scheduled;0
9;16.3311692;48.1915548;13533;34.68;2;Scheduled;0
10;16.4243684;48.2459086;7238;20.92;1;Scheduled;0
11;16.2495471;48.2144965;1526;25.33;3;Scheduled;0
12;16.3865328;48.194975;15762;20.11;3;Scheduled;0
13;16.3915419;48.2113848;4482;20.86;3;Scheduled;0
14;16.3752207;48.2003333;3877;20.65;3;Scheduled;0
15;16.2675426;48.1879346;825;26.77;3;Scheduled;0
16;16.3655755;48.2467432;13230;34.14;3;Scheduled;0
17;16.291986;48.1658331;9012;20.54;3;Scheduled;0
18;16.3486708;48.138177;9035;26.22;3;Scheduled;0
19;16.2773099;48.2010451;3599;24.76;3;Scheduled;0
20;16.3368428;48.1942093;6041;26.81;2;Scheduled;0
21;16.5224519;48.212204;9188;22.82;3;Scheduled;0
22;16.4332118;48.2514805;14463;24.86;1;Scheduled;0
23;16.4432392;48.2340148;13850;20;1;Scheduled;0
24;16.4278829;48.250683;14792;21.06;1;Scheduled;0
25;16.522462;48.2338943;9173;25.27;3;Scheduled;0
26;16.2874785;48.168866;15067;20.62;3;Scheduled;0
27;16.4304257;48.3022452;12282;32.54;3;Scheduled;0
28;16.3592903;48.2184532;14153;31.1;3;Scheduled;0
29;16.4160637;48.2999435;9300;24.33;3;Scheduled;0
30;16.3573443;48.2074172;13433;34.72;3;Scheduled;0
31;16.3752976;48.2494937;12761;23.98;3;Scheduled;0
32;16.3752338;48.1975643;3890;28.81;3;Scheduled;0
33;16.3309683;48.2233015;1648;24.47;3;Scheduled;0
34;16.3552954;48.1844088;2041;34.38;3;Scheduled;0
35;16.3001086;48.1970493;949;34.57;2;Scheduled;0
36;16.3627463;48.2194294;15543;34.76;3;Scheduled;0
37;16.412053;48.173702;6235;33.78;3;Scheduled;0
38;16.4525617;48.2055107;6412;31.35;3;Scheduled;0
39;16.4102084;48.1700944;9678;23.42;3;Scheduled;0
40;16.2575013;48.147985;6355;30.57;3;OnDemand;1
41;16.4044819;48.2440183;4371;25.7;1;OnDemand;10.87
42;16.4387041;48.2002374;1373;26.23;3;OnDemand;11.13
43;16.4432521;48.2322089;7392;33.18;1;OnDemand;12.94
44;16.5088364;48.2242684;14865;31.14;3;OnDemand;26.84
45;16.4472297;48.2274888;7119;29.29;1;OnDemand;27.94
46;16.3095215;48.2011622;1217;20.05;2;OnDemand;28.49
47;16.345883;48.2859376;15029;26.8;3;OnDemand;36
48;16.4046047;48.2448947;14566;33.28;1;OnDemand;44.31
49;16.4435525;48.2336889;4123;27.14;1;OnDemand;54.25
50;16.4303625;48.2511907;13872;26.97;1;OnDemand;58.97
51;16.3538996;48.1966647;3924;33.94;2;OnDemand;59.05
52;16.441812;48.2336312;7390;28.49;1;OnDemand;63.55
53;16.3919986;48.2107929;6175;21.05;3;OnDemand;74.01
54;16.4455391;48.256078;4322;28.08;1;OnDemand;74.2
55;16.4388702;48.2374415;4347;23.71;1;OnDemand;75.66
56;16.3200528;48.1579323;8013;26.47;3;OnDemand;76.44
57;16.2787909;48.1579645;6825;30.16;3;OnDemand;82.75
58;16.2812963;48.1940243;44;33;2;OnDemand;85.14
59;16.2556287;48.204032;15395;26.42;3;OnDemand;89.9
60;16.3544496;48.23006;14710;26.01;3;OnDemand;96.9
61;16.2712324;48.1766656;3175;21.85;3;OnDemand;99.63
62;16.4304784;48.1715964;6382;34.38;3;OnDemand;100.36
63;16.3631965;48.2097084;2711;29.88;3;OnDemand;101.67
64;16.2418709;48.1375944;12363;25.54;3;OnDemand;104.07
65;16.3450224;48.200371;10800;25.97;2;OnDemand;104.84
66;16.2961459;48.1868581;11875;22.96;2;OnDemand;105
67;16.4216268;48.2361111;11935;25.92;1;OnDemand;105.94
68;16.3752376;48.2226209;10246;29.35;3;OnDemand;106.67
69;16.3520556;48.1898456;11944;28.48;2;OnDemand;108.46
70;16.3218663;48.2071616;2385;20.05;2;OnDemand;111.84
71;16.3861635;48.1779295;13932;25.2;3;OnDemand;120.41
72;16.438993;48.1923009;1694;29.38;3;OnDemand;124.27
73;16.4717313;48.1963349;9825;20.49;3;OnDemand;130.99
