id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3743185;48.1891707;3769;24.01;3;Scheduled;0
3;16.5405941;48.2146101;8843;26.53;3;Scheduled;0
4;16.3621347;48.201073;5094;32.44;3;Scheduled;0
5;16.3215563;48.1626891;6691;33.06;3;Scheduled;0
6;16.2746377;48.1643979;6841;23.77;3;Scheduled;0
7;16.2513883;48.218416;8167;24.87;3;Scheduled;0
8;16.3158267;48.2140857;2922;24.59;2;Scheduled;0
9;16.4352745;48.2527037;5086;22.76;1;Scheduled;0
10;16.4277677;48.2472969;10288;30.2;1;OnDemand;13.02
11;16.4598374;48.2408557;13976;31.5;1;OnDemand;15.21
12;16.41623;48.2305969;7962;30.23;1;OnDemand;15.5
13;16.4617114;48.2576568;14603;23.14;1;OnDemand;44.5
14;16.4489915;48.2573136;5155;30.68;1;OnDemand;59.72
15;16.2929183;48.2071609;656;29.08;2;OnDemand;68.37
16;16.4721121;48.2557804;13170;25.11;1;OnDemand;73.91
17;16.4047026;48.2449357;12635;20.62;1;OnDemand;78.09
18;16.4115357;48.260611;1632;26.03;1;OnDemand;106.66
19;16.4737043;48.2656929;7421;21.19;1;OnDemand;116.73
20;16.4373175;48.2435097;13701;24.69;1;OnDemand;118.75
21;16.4420336;48.2500443;15654;24.88;1;OnDemand;123.58
22;16.4346621;48.240595;4360;21.18;1;OnDemand;216.06
23;16.467777;48.2299677;5469;22.25;1;OnDemand;227.86
24;16.2838049;48.1820414;391;22.29;2;OnDemand;233.93
25;16.475418;48.2433104;9729;33.7;1;OnDemand;260.88
26;16.3222571;48.2152496;2931;30.53;2;OnDemand;275.29
27;16.2990371;48.1844868;11107;32.31;2;OnDemand;301.7
28;16.3111122;48.2127611;10432;29.98;2;OnDemand;364.47
29;16.3262207;48.2122484;16054;23.24;2;OnDemand;367.8
