id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3492475;48.2260964;586;33.52;3;Scheduled;0
3;16.3341795;48.2011558;2866;33.37;2;Scheduled;0
4;16.4114637;48.1788774;1794;30.85;3;Scheduled;0
5;16.4418009;48.2803137;4166;28.47;3;Scheduled;0
6;16.3897462;48.2175578;683;25.83;3;Scheduled;0
7;16.3677793;48.2022641;14706;31.19;3;Scheduled;0
8;16.4522819;48.2345906;10229;33.43;1;Scheduled;0
9;16.3645305;48.2664005;13044;32.14;3;Scheduled;0
10;16.3886766;48.2068659;4793;32.28;3;Scheduled;0
11;16.2339968;48.2018906;306;26.32;3;Scheduled;0
12;16.5325727;48.2491756;2359;22.65;3;Scheduled;0
13;16.3929186;48.2582852;6557;22.61;3;Scheduled;0
14;16.4734302;48.2182875;13373;33.39;3;Scheduled;0
15;16.4703083;48.2237604;10853;31.15;3;Scheduled;0
16;16.2074912;48.2027922;13441;28.41;3;Scheduled;0
17;16.3889106;48.2170098;14487;21.07;3;Scheduled;0
18;16.3932494;48.194287;5504;32.8;3;Scheduled;0
19;16.3224864;48.2632421;13907;33.71;3;Scheduled;0
20;16.3853288;48.2397347;766;23.38;3;Scheduled;0
21;16.3853005;48.220616;14058;29.43;3;Scheduled;0
22;16.3227102;48.1378902;410;21.04;3;Scheduled;0
23;16.4648681;48.2165655;15724;27.72;3;Scheduled;0
24;16.4158228;48.2830601;9775;32.08;3;Scheduled;0
25;16.3445563;48.178493;5295;34.58;2;Scheduled;0
26;16.4214081;48.1685333;8394;25.14;3;OnDemand;40.05
27;16.4888025;48.2398014;6429;29.47;3;OnDemand;55.22
28;16.410854;48.2439458;12468;26.15;1;OnDemand;251.97
29;16.3409187;48.239595;10753;25.19;3;OnDemand;279.29
30;16.3034883;48.2046106;73;32.37;2;OnDemand;294.69
