id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3492475;48.2260964;586;25.14;3;Scheduled;0
3;16.3341795;48.2011558;2866;29.47;2;Scheduled;0
4;16.4114637;48.1788774;1794;26.15;3;Scheduled;0
5;16.4418009;48.2803137;4166;25.19;3;Scheduled;0
6;16.3897462;48.2175578;683;32.37;3;Scheduled;0
7;16.3677793;48.2022641;14706;30.35;3;Scheduled;0
8;16.4522819;48.2345906;10229;24.81;1;Scheduled;0
9;16.3645305;48.2664005;13044;26.62;3;Scheduled;0
10;16.3886766;48.2068659;4793;23.93;3;Scheduled;0
11;16.2339968;48.2018906;306;22;3;Scheduled;0
12;16.5325727;48.2491756;2359;33.66;3;Scheduled;0
13;16.3929186;48.2582852;6557;30.64;3;Scheduled;0
14;16.4734302;48.2182875;13373;28.58;3;Scheduled;0
15;16.4703083;48.2237604;10853;33.75;3;Scheduled;0
16;16.2074912;48.2027922;13441;33.53;3;Scheduled;0
17;16.3889106;48.2170098;14487;20.88;3;Scheduled;0
18;16.4569181;48.2271262;10171;20.69;1;OnDemand;34.82
19;16.2961555;48.1922292;958;34.83;2;OnDemand;53.52
20;16.4523929;48.2487411;14797;23.09;1;OnDemand;71.79
21;16.3414064;48.2059362;2052;33.94;2;OnDemand;92.75
22;16.4343503;48.2577718;4473;22.91;1;OnDemand;122.28
23;16.409006;48.2432576;4376;21.9;1;OnDemand;139.39
24;16.3547486;48.1859097;1937;28.09;2;OnDemand;139.58
25;16.2889894;48.1998995;430;24.09;2;OnDemand;145.12
26;16.3358756;48.187917;3654;25.3;2;OnDemand;209.41
27;16.4516795;48.2608412;5609;21.26;1;OnDemand;232.52
28;16.2882148;48.1791819;3115;31.48;2;OnDemand;278.52
29;16.435126;48.2408246;12827;26.67;1;OnDemand;283.92
30;16.3254857;48.2045379;2810;20.54;2;OnDemand;321.69
31;16.3153969;48.2054257;1174;30.52;2;OnDemand;375.06
