id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3492475;48.2260964;586;27.02;3;Scheduled;0
3;16.3341795;48.2011558;2866;28.62;2;Scheduled;0
4;16.2947023;48.1985911;90;30.03;2;OnDemand;4.44
5;16.4579928;48.2566868;10055;23.18;1;OnDemand;5.55
6;16.416463;48.2551492;5617;34.63;1;OnDemand;7.1
7;16.4225607;48.2475658;7838;32.14;1;OnDemand;16.03
8;16.4569181;48.2271262;10171;24.13;1;OnDemand;34.47
9;16.44474;48.2440977;7126;25.99;1;OnDemand;44.37
10;16.4523929;48.2487411;14797;24.35;1;OnDemand;54.04
11;16.4430093;48.2542116;12486;27.39;1;OnDemand;65.14
12;16.4343503;48.2577718;4473;31.35;1;OnDemand;80.77
13;16.3163953;48.2001575;13548;27.66;2;OnDemand;89.83
14;16.439601;48.2720229;12278;26.57;1;OnDemand;89.93
15;16.4040721;48.2504447;5026;31.86;1;OnDemand;92.86
16;16.4476882;48.2516963;13747;33.67;1;OnDemand;111.76
17;16.4099046;48.2429127;12467;21.07;1;OnDemand;131.91
18;16.4281368;48.2669784;6528;22.14;1;OnDemand;139.95
19;16.3254857;48.2045379;2810;25.9;2;OnDemand;159.95
20;16.4422162;48.2531655;7499;32.85;1;OnDemand;188.2
21;16.4379716;48.2496786;7214;23.96;1;OnDemand;202.77
22;16.3207849;48.2073268;2384;21.42;2;OnDemand;226.84
23;16.4238171;48.2632184;7198;30.87;1;OnDemand;234.6
24;16.3269394;48.1867674;1582;34.71;2;OnDemand;251.82
25;16.3363267;48.1903345;575;23.01;2;OnDemand;256.28
26;16.3327599;48.2081087;14446;28.28;2;OnDemand;274.45
27;16.472205;48.2417144;9734;25.18;1;OnDemand;308.59
28;16.336894;48.1992768;2861;26.13;2;OnDemand;347.5
29;16.2823239;48.2073217;225;22.82;2;OnDemand;358.9
30;16.3372717;48.1902405;3641;25.18;2;OnDemand;380.23
