id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3389235;48.2536023;12138;23.5;3;Scheduled;0
3;16.3760482;48.1839801;10936;31.73;3;Scheduled;0
4;16.4472271;48.206604;2254;21.16;3;Scheduled;0
5;16.2970579;48.1437345;6858;27.32;3;Scheduled;0
6;16.4625429;48.2433252;13176;20.86;1;Scheduled;0
7;16.354337;48.2305485;1832;21.09;3;Scheduled;0
8;16.3872213;48.1930981;3796;27.91;3;Scheduled;0
9;16.3311692;48.1915548;13533;28.06;2;Scheduled;0
10;16.3449222;48.1780321;5282;31.17;2;OnDemand;1.99
11;16.3075006;48.2171565;1645;32.56;2;OnDemand;2.65
12;16.3233604;48.2207546;11971;25.86;3;OnDemand;5.04
13;16.4384767;48.2586587;12977;24.13;1;OnDemand;8.8
14;16.3075287;48.2021168;15777;24.01;2;OnDemand;9.25
15;16.4191688;48.174457;12292;27.95;3;OnDemand;18.4
16;16.4139085;48.1950162;5862;31.15;3;OnDemand;19.35
17;16.3504166;48.1945967;2116;34.79;2;OnDemand;21.32
18;16.5443062;48.2193591;8811;33.54;3;OnDemand;22.81
19;16.2575013;48.147985;6355;31.8;3;OnDemand;23.6
20;16.4044819;48.2440183;4371;29.48;1;OnDemand;31.4
21;16.4387041;48.2002374;1373;24.42;3;OnDemand;31.61
22;16.4432521;48.2322089;7392;29.68;1;OnDemand;33.04
23;16.5088364;48.2242684;14865;20.82;3;OnDemand;44.03
24;16.4472297;48.2274888;7119;29.9;1;OnDemand;44.9
25;16.3095215;48.2011622;1217;23.48;2;OnDemand;45.33
26;16.345883;48.2859376;15029;24.96;3;OnDemand;51.27
27;16.4046047;48.2448947;14566;25.42;1;OnDemand;57.84
28;16.4435525;48.2336889;4123;21.19;1;OnDemand;65.7
29;16.4303625;48.2511907;13872;22.43;1;OnDemand;69.43
30;16.3538996;48.1966647;3924;33.26;2;OnDemand;69.5
31;16.441812;48.2336312;7390;23.49;1;OnDemand;73.05
32;16.3919986;48.2107929;6175;29.24;3;OnDemand;81.32
33;16.4455391;48.256078;4322;33.93;1;OnDemand;81.47
34;16.4388702;48.2374415;4347;33.77;1;OnDemand;82.63
35;16.3200528;48.1579323;8013;34.53;3;OnDemand;83.24
36;16.2787909;48.1579645;6825;32.38;3;OnDemand;88.23
37;16.2812963;48.1940243;44;27.52;2;OnDemand;90.12
38;16.2556287;48.204032;15395;25.88;3;OnDemand;93.88
39;16.3544496;48.23006;14710;21.34;3;OnDemand;99.41
40;16.2712324;48.1766656;3175;21.49;3;OnDemand;101.57
41;16.4304784;48.1715964;6382;28.4;3;OnDemand;102.15
42;16.3631965;48.2097084;2711;28.98;3;OnDemand;103.19
43;16.2418709;48.1375944;12363;29.21;3;OnDemand;105.08
44;16.3450224;48.200371;10800;28.45;2;OnDemand;105.69
45;16.2961459;48.1868581;11875;26.77;2;OnDemand;105.82
46;16.4216268;48.2361111;11935;34.22;1;OnDemand;106.56
47;16.3752376;48.2226209;10246;28.25;3;OnDemand;107.14
48;16.3520556;48.1898456;11944;32.78;2;OnDemand;108.56
49;16.3218663;48.2071616;2385;23.3;2;OnDemand;111.23
50;16.3861635;48.1779295;13932;26.76;3;OnDemand;118
51;16.438993;48.1923009;1694;22.33;3;OnDemand;121.06
52;16.4717313;48.1963349;9825;34.65;3;OnDemand;126.37
53;16.3134172;48.2043082;1176;32.5;2;OnDemand;128.89
54;16.3269769;48.1722528;14940;26.96;2;OnDemand;133.84
55;16.4526092;48.2297971;7971;25.04;1;OnDemand;140.9
