id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3389235;48.2536023;12138;21.3;3;Scheduled;0
3;16.3760482;48.1839801;10936;32.34;3;Scheduled;0
4;16.4472271;48.206604;2254;30.88;3;Scheduled;0
5;16.2970579;48.1437345;6858;22.16;3;Scheduled;0
6;16.4625429;48.2433252;13176;27.27;1;Scheduled;0
7;16.354337;48.2305485;1832;30.67;3;Scheduled;0
8;16.3872213;48.1930981;3796;21.38;3;Scheduled;0
9;16.3311692;48.1915548;13533;32.24;2;Scheduled;0
10;16.4243684;48.2459086;7238;23.34;1;Scheduled;0
11;16.2495471;48.2144965;1526;32.58;3;Scheduled;0
12;16.3865328;48.194975;15762;22.35;3;Scheduled;0
13;16.3915419;48.2113848;4482;29.74;3;Scheduled;0
14;16.3752207;48.2003333;3877;31.35;3;Scheduled;0
15;16.2675426;48.1879346;825;25.47;3;Scheduled;0
16;16.3655755;48.2467432;13230;33.97;3;Scheduled;0
17;16.291986;48.1658331;9012;24.42;3;Scheduled;0
18;16.3486708;48.138177;9035;25.19;3;Scheduled;0
19;16.2773099;48.2010451;3599;26.41;3;Scheduled;0
20;16.3368428;48.1942093;6041;29.19;2;Scheduled;0
21;16.5224519;48.212204;9188;27.15;3;Scheduled;0
22;16.4332118;48.2514805;14463;30.03;1;Scheduled;0
23;16.4432392;48.2340148;13850;20.35;1;Scheduled;0
24;16.4278829;48.250683;14792;21.94;1;Scheduled;0
25;16.522462;48.2338943;9173;33.08;3;Scheduled;0
26;16.2874785;48.168866;15067;30.57;3;Scheduled;0
27;16.4304257;48.3022452;12282;31.26;3;Scheduled;0
28;16.3592903;48.2184532;14153;27.74;3;Scheduled;0
29;16.4160637;48.2999435;9300;28.74;3;Scheduled;0
30;16.3573443;48.2074172;13433;22.77;3;Scheduled;0
31;16.3752976;48.2494937;12761;27.15;3;Scheduled;0
32;16.3752338;48.1975643;3890;23.94;3;Scheduled;0
33;16.3309683;48.2233015;1648;32.21;3;Scheduled;0
34;16.3552954;48.1844088;2041;31.31;3;Scheduled;0
35;16.3001086;48.1970493;949;26.14;2;Scheduled;0
36;16.3627463;48.2194294;15543;27.37;3;Scheduled;0
37;16.412053;48.173702;6235;20.37;3;Scheduled;0
38;16.4525617;48.2055107;6412;24.85;3;Scheduled;0
