id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3083212;48.2233666;8003;27.43;3;Scheduled;0
3;16.369448;48.2235657;4774;27.27;3;Scheduled;0
4;16.29052;48.2125488;10368;22.6;2;Scheduled;0
5;16.3195395;48.1560293;13217;31.32;3;Scheduled;0
6;16.2771417;48.1542445;9724;26.81;3;Scheduled;0
7;16.3898564;48.1432395;12758;27.67;3;Scheduled;0
8;16.2731241;48.1879173;10538;23.11;3;Scheduled;0
9;16.4047518;48.1846417;8461;23.43;3;Scheduled;0
10;16.3974802;48.138088;4049;28.94;3;Scheduled;0
11;16.3778727;48.213534;13498;28.62;3;Scheduled;0
12;16.335199;48.2471619;11570;21.16;3;Scheduled;0
13;16.5234499;48.214644;12256;20.53;3;Scheduled;0
14;16.3286983;48.1385561;8788;29.64;3;Scheduled;0
15;16.3381316;48.2085805;1300;33.93;2;Scheduled;0
16;16.3530939;48.2519371;14261;28.97;3;Scheduled;0
17;16.3508677;48.1346426;15853;28.41;3;Scheduled;0
18;16.3835525;48.207399;8521;27.89;3;Scheduled;0
19;16.3776526;48.1981238;1798;34.78;3;Scheduled;0
20;16.3199041;48.1543411;12104;27.61;3;Scheduled;0
21;16.3377833;48.1520489;13902;30.24;3;Scheduled;0
22;16.3506555;48.1976346;9940;29.02;2;Scheduled;0
23;16.5363225;48.2586376;8228;23.58;3;Scheduled;0
24;16.37654;48.2872829;1128;23.87;3;Scheduled;0
25;16.4875304;48.2236388;8920;30.94;3;Scheduled;0
26;16.3166329;48.1657007;877;26.79;2;Scheduled;0
27;16.4095373;48.1592177;8676;22.63;3;Scheduled;0
28;16.4326067;48.2554153;12272;31.2;1;OnDemand;15.25
29;16.3218663;48.2071616;2385;21.57;2;OnDemand;33.65
30;16.4314778;48.247602;12555;32.97;1;OnDemand;55.09
31;16.3082959;48.2005611;1151;29.22;2;OnDemand;72.45
32;16.4612148;48.2377907;7412;28.36;1;OnDemand;72.84
33;16.3296858;48.1959362;870;24.93;2;OnDemand;83.67
34;16.4559659;48.2258868;2283;26.8;1;OnDemand;88.35
35;16.2955212;48.1816033;15051;27.51;2;OnDemand;94.68
36;16.4148677;48.232392;6324;22.71;1;OnDemand;103.39
37;16.4262096;48.2731675;10705;27.94;1;OnDemand;113.63
38;16.2974341;48.170406;7142;21.13;2;OnDemand;118.6
39;16.3316716;48.1964612;2729;24.17;2;OnDemand;120.07
40;16.4367914;48.2592096;4469;23.19;1;OnDemand;126.84
41;16.2994604;48.1925091;2788;24.27;2;OnDemand;160.13
42;16.3002938;48.172131;9750;33.43;2;OnDemand;214.04
43;16.3300013;48.17391;6332;26.69;2;OnDemand;222.55
44;16.2869995;48.2086948;1042;31.7;2;OnDemand;226.33
45;16.4523929;48.2487411;14797;33.21;1;OnDemand;230.89
46;16.2989533;48.189136;2794;26.2;2;OnDemand;265.72
47;16.4479661;48.2646427;13251;20.96;1;OnDemand;275.84
48;16.3434316;48.1915825;10770;25.03;2;OnDemand;283.11
49;16.3074505;48.2021313;1154;30.86;2;OnDemand;287.1
50;16.3334845;48.1929135;14767;25.06;2;OnDemand;349.38
51;16.427724;48.2398183;11946;29.46;1;OnDemand;358.8
52;16.3315881;48.1931779;1914;32.61;2;OnDemand;379.75
