id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3492475;48.2260964;586;20.54;3;Scheduled;0
3;16.3341795;48.2011558;2866;30.52;2;Scheduled;0
4;16.4114637;48.1788774;1794;23.8;3;Scheduled;0
5;16.3434482;48.207556;1315;29.44;2;OnDemand;20.14
6;16.3266088;48.1991062;1500;24;2;OnDemand;21.32
7;16.416463;48.2551492;5617;27.99;1;OnDemand;22.97
8;16.3270782;48.2002468;2814;27.02;2;OnDemand;78.32
9;16.4569181;48.2271262;10171;28.62;1;OnDemand;97.91
10;16.2961555;48.1922292;958;30.03;2;OnDemand;108.43
11;16.3364077;48.2005571;2860;23.18;2;OnDemand;118.71
12;16.3414064;48.2059362;2052;34.63;2;OnDemand;130.5
13;16.2887265;48.1986326;424;32.14;2;OnDemand;147.1
14;16.409006;48.2432576;4376;24.13;1;OnDemand;156.73
15;16.3547486;48.1859097;1937;25.99;2;OnDemand;156.83
16;16.2889894;48.1998995;430;24.35;2;OnDemand;159.95
17;16.4476882;48.2516963;13747;27.39;1;OnDemand;180.03
18;16.4099046;48.2429127;12467;31.35;1;OnDemand;201.44
19;16.4281368;48.2669784;6528;27.66;1;OnDemand;209.98
20;16.3254857;48.2045379;2810;26.57;2;OnDemand;231.23
21;16.3153969;48.2054257;1174;31.86;2;OnDemand;261.25
22;16.4379716;48.2496786;7214;33.67;1;OnDemand;276.73
23;16.3207849;48.2073268;2384;21.07;2;OnDemand;302.3
24;16.4238171;48.2632184;7198;22.14;1;OnDemand;310.55
25;16.3269394;48.1867674;1582;25.9;2;OnDemand;328.85
26;16.3363267;48.1903345;575;32.85;2;OnDemand;333.59
27;16.3327599;48.2081087;14446;23.96;2;OnDemand;352.89
28;16.326985;48.1826045;9369;21.42;2;OnDemand;353.83
