id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.4603543;48.2231718;13262;25.82;3;Scheduled;0
3;16.3713021;48.1708098;4805;31.91;3;Scheduled;0
4;16.27845;48.1732016;11013;25.24;3;Scheduled;0
5;16.3816115;48.2446664;12703;22.08;3;Scheduled;0
6;16.3174785;48.2229172;12679;29.76;3;Scheduled;0
7;16.3374656;48.1710308;3560;28.16;2;OnDemand;5.9
8;16.374402;48.1733101;5236;34.18;3;OnDemand;8.45
9;16.4278807;48.2472767;8595;28.58;1;OnDemand;43.46
10;16.3091728;48.1936237;1063;34.3;2;OnDemand;44.19
11;16.3791031;48.1829194;11931;31.7;3;OnDemand;61.14
12;16.2990945;48.1740763;14067;21.77;2;OnDemand;67.41
13;16.3399682;48.1957006;6609;32.56;2;OnDemand;68.74
14;16.347839;48.1959422;2102;21.31;2;OnDemand;77.96
15;16.4315868;48.2386466;5075;31.23;1;OnDemand;88.24
16;16.3524843;48.1980388;15776;20.98;2;OnDemand;115.19
17;16.4279021;48.2510251;6460;21.17;1;OnDemand;119.2
18;16.3457204;48.215491;5931;21.58;3;OnDemand;119.27
19;16.3088942;48.2130995;6930;26.1;2;OnDemand;134.88
20;16.4348912;48.241793;10286;34.62;1;OnDemand;144.05
21;16.333832;48.1950485;1918;22.47;2;OnDemand;149.83
22;16.2797836;48.1966875;453;27.55;2;OnDemand;152.85
23;16.3020645;48.1972657;888;23.02;2;OnDemand;156.02
24;16.4440372;48.266891;9366;23;1;OnDemand;160.06
25;16.4588305;48.2415518;10854;22.67;1;OnDemand;178.2
26;16.4346805;48.251588;10002;24.11;1;OnDemand;190.55
27;16.3461799;48.1662805;12725;21.96;3;OnDemand;195.02
28;16.3250882;48.2267417;15274;32.88;3;OnDemand;195.93
29;16.337218;48.1905816;350;29.68;2;OnDemand;198.03
30;16.3610144;48.1817587;7385;29.04;3;OnDemand;201.19
31;16.4290835;48.171751;12873;34.58;3;OnDemand;206.83
32;16.2823471;48.1939739;489;25.65;2;OnDemand;207.07
33;16.4535021;48.2346587;10228;32.29;1;OnDemand;223.37
34;16.4381664;48.2504517;13870;23.4;1;OnDemand;251.89
35;16.3764857;48.1705421;3988;23.1;3;OnDemand;254.52
36;16.4745636;48.2436784;9735;22.91;1;OnDemand;257.1
37;16.4527206;48.2282808;2122;23.61;1;OnDemand;260.5
38;16.4469858;48.2400708;15010;34.7;1;OnDemand;284.02
39;16.3440176;48.1792131;7870;27.86;2;OnDemand;287.57
40;16.3610301;48.1922062;3758;32.4;3;OnDemand;303.48
41;16.3121637;48.1682383;5597;30.06;2;OnDemand;305.32
42;16.3375176;48.1856216;749;34.67;2;OnDemand;308.65
43;16.4578426;48.1702672;14521;20.86;3;OnDemand;312.14
44;16.401333;48.2434969;4378;25.05;3;OnDemand;314.02
45;16.3718308;48.2544306;13321;20.19;3;OnDemand;318.7
46;16.434959;48.2561143;4467;25.44;1;OnDemand;336.67
47;16.3208627;48.1954179;2759;23.15;2;OnDemand;339.9
48;16.441812;48.2336312;7390;22.28;1;OnDemand;340.33
49;16.4477631;48.2504956;13128;34.04;1;OnDemand;350.17
50;16.3254141;48.1718379;15577;26.02;2;OnDemand;350.29
51;16.3476586;48.1385191;9034;27.29;3;OnDemand;353.07
