id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3389235;48.2536023;12138;29.73;3;Scheduled;0
3;16.3760482;48.1839801;10936;27.36;3;Scheduled;0
4;16.4472271;48.206604;2254;22.59;3;Scheduled;0
5;16.2970579;48.1437345;6858;31.26;3;Scheduled;0
6;16.4625429;48.2433252;13176;34.72;1;Scheduled;0
7;16.354337;48.2305485;1832;23.58;3;Scheduled;0
8;16.3872213;48.1930981;3796;33.91;3;Scheduled;0
9;16.3311692;48.1915548;13533;34.87;2;Scheduled;0
10;16.4243684;48.2459086;7238;20.64;1;Scheduled;0
11;16.2495471;48.2144965;1526;24.77;3;Scheduled;0
12;16.3865328;48.194975;15762;32.96;3;Scheduled;0
13;16.3915419;48.2113848;4482;27.05;3;Scheduled;0
14;16.3752207;48.2003333;3877;34.49;3;Scheduled;0
15;16.2675426;48.1879346;825;24.51;3;Scheduled;0
16;16.3655755;48.2467432;13230;21.3;3;Scheduled;0
17;16.291986;48.1658331;9012;32.34;3;Scheduled;0
18;16.3486708;48.138177;9035;30.88;3;Scheduled;0
19;16.2773099;48.2010451;3599;22.16;3;Scheduled;0
20;16.3368428;48.1942093;6041;27.27;2;Scheduled;0
21;16.5224519;48.212204;9188;30.67;3;Scheduled;0
22;16.4332118;48.2514805;14463;21.38;1;Scheduled;0
23;16.4432392;48.2340148;13850;32.24;1;Scheduled;0
24;16.4278829;48.250683;14792;23.34;1;Scheduled;0
25;16.522462;48.2338943;9173;32.58;3;Scheduled;0
26;16.2874785;48.168866;15067;22.35;3;Scheduled;0
27;16.4304257;48.3022452;12282;29.74;3;Scheduled;0
28;16.3592903;48.2184532;14153;31.35;3;Scheduled;0
29;16.4160637;48.2999435;9300;25.47;3;Scheduled;0
30;16.3573443;48.2074172;13433;33.97;3;Scheduled;0
31;16.3752976;48.2494937;12761;24.42;3;Scheduled;0
32;16.3752338;48.1975643;3890;25.19;3;Scheduled;0
33;16.3309683;48.2233015;1648;26.41;3;Scheduled;0
34;16.3552954;48.1844088;2041;29.19;3;Scheduled;0
35;16.3001086;48.1970493;949;27.15;2;Scheduled;0
36;16.3627463;48.2194294;15543;30.03;3;Scheduled;0
37;16.412053;48.173702;6235;20.35;3;Scheduled;0
38;16.4525617;48.2055107;6412;21.94;3;Scheduled;0
39;16.4102084;48.1700944;9678;33.08;3;Scheduled;0
40;16.3972388;48.1536281;9622;30.57;3;Scheduled;0
41;16.4494396;48.2598309;4330;31.26;1;Scheduled;0
42;16.3559719;48.1801633;15413;27.74;3;Scheduled;0
43;16.3341981;48.2307016;5037;28.74;3;Scheduled;0
44;16.4776923;48.2090324;2193;22.77;3;Scheduled;0
45;16.3046316;48.2325686;11727;27.15;3;Scheduled;0
46;16.3493151;48.2299392;3263;23.94;3;Scheduled;0
47;16.4207177;48.2343625;664;32.21;1;Scheduled;0
48;16.3880249;48.2082087;4489;31.31;3;Scheduled;0
49;16.3062124;48.2088618;2857;26.14;2;Scheduled;0
50;16.4076235;48.1407662;8703;27.37;3;Scheduled;0
51;16.5440044;48.2122971;8819;20.37;3;Scheduled;0
52;16.4359625;48.2368372;4343;24.85;1;Scheduled;0
53;16.3769443;48.2100813;11271;23.38;3;Scheduled;0
54;16.3437709;48.2160559;14803;21.65;3;Scheduled;0
55;16.4133214;48.2325676;11995;33.5;1;Scheduled;0
56;16.4278807;48.2472767;8595;20.26;1;Scheduled;0
57;16.3654881;48.2171758;364;22.55;3;Scheduled;0
58;16.2827508;48.195297;490;26.64;2;Scheduled;0
59;16.3682287;48.2442366;12903;34.21;3;Scheduled;0
60;16.5350384;48.259622;8939;23.56;3;Scheduled;0
61;16.3419359;48.2526573;8124;34.93;3;Scheduled;0
62;16.4097376;48.2525574;11386;31.99;1;Scheduled;0
63;16.4322658;48.1701029;7630;28.33;3;Scheduled;0
64;16.526985;48.2307917;15685;32.15;3;Scheduled;0
65;16.3751151;48.2309853;15508;21.33;3;Scheduled;0
66;16.403024;48.3035742;9306;22.34;3;Scheduled;0
67;16.3839743;48.162368;9058;31.82;3;Scheduled;0
68;16.479058;48.234772;10311;21.25;3;Scheduled;0
69;16.2967007;48.2382103;11826;20.9;3;Scheduled;0
70;16.449788;48.2313161;5041;34.03;1;Scheduled;0
71;16.3793199;48.1696384;5199;30.18;3;Scheduled;0
72;16.2185703;48.1239581;14243;22.31;3;Scheduled;0
73;16.4925838;48.2613827;10247;27.81;3;Scheduled;0
74;16.3176933;48.1615322;5600;20.44;3;Scheduled;0
75;16.3668157;48.2159336;1489;26.3;3;Scheduled;0
76;16.2940389;48.2349245;11083;32.51;3;Scheduled;0
77;16.3408749;48.2158223;2557;33.19;3;Scheduled;0
78;16.4655256;48.2035214;13115;23.06;3;Scheduled;0
79;16.4237122;48.2869972;12668;32.18;3;Scheduled;0
80;16.3377163;48.1893389;250;34.91;2;OnDemand;28.93
81;16.3312072;48.1797077;10650;21.41;2;OnDemand;39.52
82;16.3165462;48.2002638;13546;27.73;2;OnDemand;65
83;16.3461058;48.1841321;6960;20.75;2;OnDemand;71.82
84;16.3429697;48.1850758;3661;21.86;2;OnDemand;78.31
85;16.4658365;48.2482008;13162;32.83;1;OnDemand;94.68
86;16.3073934;48.2086821;2853;24.42;2;OnDemand;138.6
87;16.4803054;48.2502098;10248;29.21;1;OnDemand;180.75
88;16.4298728;48.2484487;15698;21.71;1;OnDemand;190.87
89;16.3395185;48.2111003;2442;25.17;2;OnDemand;215.69
90;16.3297755;48.2018885;2819;22.61;2;OnDemand;224
91;16.3450224;48.200371;10800;33.4;2;OnDemand;227.44
92;16.2961459;48.1868581;11875;20.91;2;OnDemand;228.16
93;16.4216268;48.2361111;11935;21.29;1;OnDemand;232.37
94;16.3299769;48.203845;2825;34.17;2;OnDemand;263.36
95;16.2842232;48.2037994;906;21.12;2;OnDemand;265.14
96;16.3218663;48.2071616;2385;29.52;2;OnDemand;280.24
97;16.3389863;48.1761694;14582;33.67;2;OnDemand;318.51
98;16.4375948;48.269108;5640;26.37;1;OnDemand;330.5
99;16.4323354;48.2731297;5277;20.36;1;OnDemand;350.44
100;16.3389668;48.1900604;3690;23.84;2;OnDemand;351.84
101;16.444603;48.2531358;7501;21.61;1;OnDemand;366.1
102;16.3269769;48.1722528;14940;21.92;2;OnDemand;394.08
