id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.4603543;48.2231718;13262;34.46;3;Scheduled;0
3;16.3713021;48.1708098;4805;24.74;3;Scheduled;0
4;16.27845;48.1732016;11013;29.98;3;Scheduled;0
5;16.3816115;48.2446664;12703;28;3;Scheduled;0
6;16.3174785;48.2229172;12679;32.27;3;Scheduled;0
7;16.399751;48.1887861;8464;22.78;3;Scheduled;0
8;16.4699881;48.2277848;5468;25.99;3;Scheduled;0
9;16.3892948;48.2023366;14288;22.68;3;Scheduled;0
10;16.3635971;48.225016;3275;24.28;3;Scheduled;0
11;16.4609164;48.1454566;3452;29.44;3;Scheduled;0
12;16.4355239;48.2507014;15656;24.5;1;Scheduled;0
13;16.3825067;48.2113874;689;26.66;3;Scheduled;0
14;16.3213189;48.2325712;11850;30.95;3;Scheduled;0
15;16.2823714;48.1679681;10176;30.02;3;Scheduled;0
16;16.2808093;48.1361538;6786;24.67;3;Scheduled;0
17;16.3615689;48.2442322;14837;27.18;3;Scheduled;0
18;16.4516507;48.247888;14799;24.37;1;Scheduled;0
19;16.4062248;48.2222459;12767;22.73;3;Scheduled;0
20;16.4452072;48.2810792;4913;25.41;3;Scheduled;0
21;16.4323417;48.2521239;10610;33.56;1;Scheduled;0
22;16.2912805;48.1655895;9014;25.91;3;Scheduled;0
23;16.391396;48.2096893;5694;31.7;3;Scheduled;0
24;16.2373279;48.205976;9863;24.26;3;Scheduled;0
25;16.414477;48.1637283;6374;32.81;3;Scheduled;0
26;16.4586627;48.2360925;15648;22.58;1;Scheduled;0
27;16.5176851;48.2099827;9781;21.19;3;Scheduled;0
28;16.406085;48.1416305;11525;24.38;3;OnDemand;0.17
29;16.347839;48.1959422;2102;32.61;2;OnDemand;16.62
30;16.4315868;48.2386466;5075;34.18;1;OnDemand;34.96
31;16.3524843;48.1980388;15776;20.67;2;OnDemand;83.01
32;16.4279021;48.2510251;6460;31.38;1;OnDemand;90.17
33;16.3457204;48.215491;5931;24.45;3;OnDemand;90.29
34;16.3088942;48.2130995;6930;29.77;2;OnDemand;118.13
35;16.4348912;48.241793;10286;21.27;1;OnDemand;134.48
36;16.333832;48.1950485;1918;34.63;2;OnDemand;144.8
37;16.2797836;48.1966875;453;20.2;2;OnDemand;150.17
38;16.3020645;48.1972657;888;28.08;2;OnDemand;155.84
39;16.4440372;48.266891;9366;34.49;1;OnDemand;163.03
40;16.4588305;48.2415518;10854;21.52;1;OnDemand;195.39
41;16.4346805;48.251588;10002;23.85;1;OnDemand;217.41
42;16.3461799;48.1662805;12725;33.43;3;OnDemand;225.38
43;16.3250882;48.2267417;15274;25.82;3;OnDemand;227.01
44;16.337218;48.1905816;350;31.91;2;OnDemand;230.75
45;16.3610144;48.1817587;7385;25.24;3;OnDemand;236.38
46;16.4290835;48.171751;12873;22.08;3;OnDemand;246.45
47;16.2823471;48.1939739;489;29.76;2;OnDemand;246.87
48;16.4535021;48.2346587;10228;28.16;1;OnDemand;275.95
49;16.4381664;48.2504517;13870;34.18;1;OnDemand;326.8
50;16.3764857;48.1705421;3988;28.58;3;OnDemand;331.49
51;16.4745636;48.2436784;9735;34.3;1;OnDemand;336.09
52;16.4527206;48.2282808;2122;31.7;1;OnDemand;342.15
53;16.4469858;48.2400708;15010;21.77;1;OnDemand;384.1
