id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3743185;48.1891707;3769;27.94;3;Scheduled;0
3;16.5405941;48.2146101;8843;21.78;3;Scheduled;0
4;16.3621347;48.201073;5094;28.76;3;Scheduled;0
5;16.3215563;48.1626891;6691;25.41;3;Scheduled;0
6;16.2746377;48.1643979;6841;24.79;3;Scheduled;0
7;16.2513883;48.218416;8167;22.7;3;Scheduled;0
8;16.3158267;48.2140857;2922;32.18;2;Scheduled;0
9;16.4352745;48.2527037;5086;32.03;1;Scheduled;0
10;16.3568228;48.172509;8583;28.15;3;Scheduled;0
11;16.2551471;48.1996727;787;24.68;3;Scheduled;0
12;16.3387871;48.2370753;329;22.45;3;Scheduled;0
13;16.4629495;48.2115349;2230;31.5;3;Scheduled;0
14;16.3742396;48.1863705;3751;28.39;3;Scheduled;0
15;16.2742534;48.1441861;7727;24.02;3;Scheduled;0
16;16.3695598;48.1736437;5223;21.22;3;Scheduled;0
17;16.444603;48.2722174;7303;29.52;1;Scheduled;0
18;16.3755199;48.2452199;13348;27.89;3;Scheduled;0
19;16.2833821;48.1487295;9665;34.48;3;Scheduled;0
20;16.3662523;48.1984692;1948;25.65;3;Scheduled;0
21;16.3969362;48.1862033;14955;33.9;3;Scheduled;0
22;16.2679742;48.205707;1004;31.19;3;Scheduled;0
23;16.464437;48.1554052;8452;29.9;3;Scheduled;0
24;16.4595743;48.2087692;6119;32.16;3;Scheduled;0
25;16.3814052;48.235203;15524;28.7;3;Scheduled;0
26;16.3655392;48.2099586;2696;27.81;3;Scheduled;0
27;16.3991661;48.1994543;6536;34.31;3;Scheduled;0
28;16.3694024;48.2180432;10495;30.47;3;Scheduled;0
29;16.3762372;48.2027173;3959;22.51;3;Scheduled;0
30;16.3142082;48.1884421;373;28.93;2;Scheduled;0
31;16.3982924;48.1898578;8465;31.19;3;Scheduled;0
32;16.385643;48.1413426;8079;30.95;3;Scheduled;0
33;16.3338961;48.2811337;11160;24.35;3;Scheduled;0
34;16.3518535;48.2190074;13323;23.1;3;Scheduled;0
35;16.2575474;48.1963929;551;34.89;3;Scheduled;0
36;16.4497962;48.2684647;5653;27.5;1;Scheduled;0
37;16.379006;48.2705685;9147;25.7;3;Scheduled;0
38;16.5019341;48.2544503;13234;26.65;3;Scheduled;0
39;16.3866139;48.1698852;5189;26.8;3;Scheduled;0
40;16.4115357;48.260611;1632;32.83;1;OnDemand;5.76
41;16.4737043;48.2656929;7421;32.51;1;OnDemand;7.79
42;16.4373175;48.2435097;13701;24.75;1;OnDemand;8.19
43;16.4420336;48.2500443;15654;30.84;1;OnDemand;9.17
44;16.4346621;48.240595;4360;33.46;1;OnDemand;27.8
45;16.3526536;48.1890634;14420;21.7;2;OnDemand;30.18
46;16.4348094;48.2583409;4461;28.87;1;OnDemand;31.4
47;16.3244885;48.1944573;2749;25.72;2;OnDemand;32.76
48;16.2990371;48.1844868;11107;25.12;2;OnDemand;38.08
49;16.3111122;48.2127611;10432;29.84;2;OnDemand;50.73
50;16.4175892;48.2305579;14664;28.51;1;OnDemand;51.4
51;16.4375948;48.269108;5640;20.69;1;OnDemand;56.58
52;16.3343198;48.1803828;10664;26.24;2;OnDemand;58.36
53;16.4333608;48.2429621;14483;23.57;1;OnDemand;65.16
54;16.4491715;48.2556169;10003;32.62;1;OnDemand;74.64
55;16.4753439;48.2592448;13989;25.99;1;OnDemand;76.77
56;16.2947023;48.1985911;90;22.82;2;OnDemand;78.24
57;16.4436302;48.2568839;13502;22.37;1;OnDemand;82.51
58;16.4579928;48.2566868;10055;21.03;1;OnDemand;84.07
59;16.4373175;48.2435097;13701;22.67;1;OnDemand;85.46
60;16.4604817;48.2391951;13174;29.21;1;OnDemand;86.07
61;16.4070748;48.2541786;7253;30.05;1;OnDemand;90.59
62;16.3421576;48.1799217;10562;29.47;2;OnDemand;92.91
63;16.3251126;48.2006515;1259;25.58;2;OnDemand;99.33
64;16.4433789;48.2690595;7309;29.41;1;OnDemand;101.42
65;16.3019696;48.1947224;843;25.88;2;OnDemand;102.87
66;16.4394996;48.2666405;5270;32.06;1;OnDemand;109.48
67;16.4424526;48.2581764;5631;33.51;1;OnDemand;109.92
68;16.4405543;48.2562052;7222;34.92;1;OnDemand;112.41
69;16.4333608;48.2429621;14483;29.29;1;OnDemand;119.42
70;16.4201475;48.2350327;10165;20.94;1;OnDemand;126.05
71;16.3318878;48.2095855;1474;33.48;2;OnDemand;131.58
72;16.4226661;48.269975;12031;24.91;1;OnDemand;132.96
73;16.3245458;48.1863102;1584;32.74;2;OnDemand;133.62
74;16.4410196;48.2515799;674;23.39;1;OnDemand;133.76
75;16.3130509;48.1929972;1091;31.21;2;OnDemand;135.44
76;16.3416521;48.1868383;750;25.77;2;OnDemand;140.76
77;16.3354215;48.1943623;14868;25.66;2;OnDemand;143.72
78;16.4384262;48.2358067;12926;27.05;1;OnDemand;147.01
79;16.3134706;48.1880344;30;30.18;2;OnDemand;149.83
80;16.3377541;48.1980324;13016;32.63;2;OnDemand;150.61
81;16.3169311;48.1990712;1198;30.26;2;OnDemand;151.98
82;16.4417053;48.2448589;5498;32.49;1;OnDemand;153.09
83;16.4081831;48.2518622;9476;34.92;1;OnDemand;153.58
84;16.4521483;48.2418665;10175;30.99;1;OnDemand;155.96
85;16.2954121;48.1908728;1249;24.44;2;OnDemand;159.01
86;16.4662383;48.2486708;13166;23.46;1;OnDemand;165.5
87;16.4264007;48.2326401;9936;33.72;1;OnDemand;166.72
88;16.4432392;48.2340148;13850;24.99;1;OnDemand;168.29
89;16.3303322;48.1899843;1573;28.35;2;OnDemand;173.12
90;16.4312113;48.2382574;4339;28.73;1;OnDemand;173.25
91;16.4469208;48.2342893;7396;23.25;1;OnDemand;176.5
92;16.3162411;48.1665219;10587;23.07;2;OnDemand;190.02
93;16.3174286;48.2016019;1203;34.55;2;OnDemand;196.22
94;16.3163717;48.2000956;13551;32.02;2;OnDemand;197.77
95;16.4541516;48.255703;8486;30.65;1;OnDemand;198.09
96;16.3388145;48.1884792;1734;20.63;2;OnDemand;200.1
97;16.3549169;48.1935957;3906;20.49;2;OnDemand;208.66
98;16.3373996;48.2061526;69;28.58;2;OnDemand;211.1
99;16.3042911;48.1937823;845;24.37;2;OnDemand;216.05
