id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3492475;48.2260964;586;25.14;3;Scheduled;0
3;16.3341795;48.2011558;2866;29.47;2;Scheduled;0
4;16.4114637;48.1788774;1794;26.15;3;Scheduled;0
5;16.4418009;48.2803137;4166;25.19;3;Scheduled;0
6;16.3897462;48.2175578;683;32.37;3;Scheduled;0
7;16.3677793;48.2022641;14706;30.35;3;Scheduled;0
8;16.4522819;48.2345906;10229;24.81;1;Scheduled;0
9;16.3645305;48.2664005;13044;26.62;3;Scheduled;0
10;16.3886766;48.2068659;4793;23.93;3;Scheduled;0
11;16.2339968;48.2018906;306;22;3;Scheduled;0
12;16.5325727;48.2491756;2359;33.66;3;Scheduled;0
13;16.3929186;48.2582852;6557;30.64;3;Scheduled;0
14;16.4734302;48.2182875;13373;28.58;3;Scheduled;0
15;16.4703083;48.2237604;10853;33.75;3;Scheduled;0
16;16.2074912;48.2027922;13441;33.53;3;Scheduled;0
17;16.3889106;48.2170098;14487;20.88;3;Scheduled;0
18;16.3932494;48.194287;5504;20.69;3;Scheduled;0
19;16.3224864;48.2632421;13907;34.83;3;Scheduled;0
20;16.3853288;48.2397347;766;23.09;3;Scheduled;0
21;16.3853005;48.220616;14058;33.94;3;Scheduled;0
22;16.3227102;48.1378902;410;22.91;3;Scheduled;0
23;16.4648681;48.2165655;15724;21.9;3;Scheduled;0
24;16.4158228;48.2830601;9775;28.09;3;Scheduled;0
25;16.3445563;48.178493;5295;24.09;2;Scheduled;0
26;16.3646881;48.2593788;15204;25.3;3;Scheduled;0
27;16.3351198;48.2511595;6012;21.26;3;Scheduled;0
28;16.2351504;48.2004214;897;31.48;3;Scheduled;0
29;16.3637095;48.1954769;1951;26.67;3;Scheduled;0
30;16.3870052;48.2224879;4398;20.54;3;Scheduled;0
31;16.4136411;48.1817892;15659;30.52;3;Scheduled;0
32;16.4194964;48.1712139;8388;23.8;3;Scheduled;0
33;16.3188298;48.1804677;10126;29.44;2;Scheduled;0
34;16.3606722;48.2158553;15228;24;3;Scheduled;0
35;16.3849501;48.2149839;14485;27.99;3;Scheduled;0
36;16.5332835;48.2087315;13764;27.02;3;Scheduled;0
37;16.314109;48.2234219;7999;28.62;3;Scheduled;0
38;16.3750993;48.2520737;9071;30.03;3;Scheduled;0
39;16.2811698;48.1932086;432;23.18;2;Scheduled;0
40;16.364901;48.1429277;12341;34.63;3;Scheduled;0
41;16.2808185;48.195939;15870;32.14;2;Scheduled;0
42;16.4516144;48.2825136;4298;24.13;3;Scheduled;0
43;16.4507685;48.2063412;11855;25.99;3;Scheduled;0
44;16.3209273;48.1819349;10125;24.35;2;Scheduled;0
45;16.3247116;48.1553955;5524;27.39;3;Scheduled;0
46;16.4539912;48.1921241;9907;31.35;3;Scheduled;0
47;16.499191;48.2576876;9280;27.66;3;Scheduled;0
48;16.3956912;48.2602471;14639;26.57;3;Scheduled;0
49;16.401073;48.3115095;4247;31.86;3;Scheduled;0
50;16.3252801;48.167685;9083;33.67;2;Scheduled;0
51;16.3832217;48.2400228;9530;21.07;3;Scheduled;0
52;16.3855829;48.1948736;3871;22.14;3;Scheduled;0
53;16.390707;48.2075665;4492;25.9;3;Scheduled;0
54;16.260718;48.2072103;11219;32.85;3;Scheduled;0
55;16.3294571;48.1537316;11579;23.96;3;Scheduled;0
56;16.3254857;48.2045379;2810;21.42;2;OnDemand;113.33
57;16.4422162;48.2531655;7499;30.87;1;OnDemand;273.44
58;16.4379716;48.2496786;7214;34.71;1;OnDemand;355.97
