id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3743185;48.1891707;3769;28.61;3;Scheduled;0
3;16.5405941;48.2146101;8843;28.07;3;Scheduled;0
4;16.3621347;48.201073;5094;27.31;3;Scheduled;0
5;16.3215563;48.1626891;6691;24.79;3;Scheduled;0
6;16.2746377;48.1643979;6841;30.2;3;Scheduled;0
7;16.2513883;48.218416;8167;32.92;3;Scheduled;0
8;16.3158267;48.2140857;2922;32.71;2;Scheduled;0
9;16.4352745;48.2527037;5086;24.01;1;Scheduled;0
10;16.3568228;48.172509;8583;29.08;3;Scheduled;0
11;16.2551471;48.1996727;787;32.46;3;Scheduled;0
12;16.3387871;48.2370753;329;28.87;3;Scheduled;0
13;16.4629495;48.2115349;2230;22.98;3;Scheduled;0
14;16.3742396;48.1863705;3751;31.59;3;Scheduled;0
15;16.2742534;48.1441861;7727;21.88;3;Scheduled;0
16;16.3695598;48.1736437;5223;33.32;3;Scheduled;0
17;16.444603;48.2722174;7303;24.64;1;Scheduled;0
18;16.3755199;48.2452199;13348;29.74;3;Scheduled;0
19;16.2833821;48.1487295;9665;23.94;3;Scheduled;0
20;16.3662523;48.1984692;1948;22.42;3;Scheduled;0
21;16.3969362;48.1862033;14955;21.58;3;Scheduled;0
22;16.2679742;48.205707;1004;26.57;3;Scheduled;0
23;16.464437;48.1554052;8452;20.58;3;Scheduled;0
24;16.4595743;48.2087692;6119;34.38;3;Scheduled;0
25;16.3814052;48.235203;15524;27.62;3;Scheduled;0
26;16.3655392;48.2099586;2696;25.43;3;Scheduled;0
27;16.3991661;48.1994543;6536;33.19;3;Scheduled;0
28;16.3694024;48.2180432;10495;31.32;3;Scheduled;0
29;16.3762372;48.2027173;3959;31.39;3;Scheduled;0
30;16.3142082;48.1884421;373;33.34;2;Scheduled;0
31;16.3982924;48.1898578;8465;22.71;3;Scheduled;0
32;16.385643;48.1413426;8079;31.8;3;Scheduled;0
33;16.3338961;48.2811337;11160;28.21;3;Scheduled;0
34;16.3518535;48.2190074;13323;27.46;3;Scheduled;0
35;16.2575474;48.1963929;551;21.63;3;Scheduled;0
36;16.4497962;48.2684647;5653;28.8;1;Scheduled;0
37;16.379006;48.2705685;9147;33.46;3;Scheduled;0
38;16.5019341;48.2544503;13234;22.82;3;Scheduled;0
39;16.3866139;48.1698852;5189;27.95;3;Scheduled;0
40;16.2746313;48.158547;13607;30.05;3;Scheduled;0
41;16.3383508;48.2001368;2062;31.74;2;Scheduled;0
42;16.3263773;48.2051486;2377;22.82;2;Scheduled;0
43;16.303968;48.2144948;11338;28.5;2;Scheduled;0
44;16.37275;48.1741345;4636;22.95;3;Scheduled;0
45;16.4141221;48.2318625;11094;24.61;1;Scheduled;0
46;16.3074505;48.2021313;1154;22.42;2;Scheduled;0
47;16.2761591;48.1759642;3133;21.47;3;Scheduled;0
48;16.2882772;48.138219;6782;23.86;3;Scheduled;0
49;16.3775832;48.220943;4196;25.12;3;Scheduled;0
50;16.364018;48.2178142;3318;32.81;3;Scheduled;0
51;16.345883;48.2859376;15029;21.86;3;Scheduled;0
52;16.3685073;48.1864612;13959;25.22;3;Scheduled;0
53;16.2456469;48.2179282;8329;24.86;3;Scheduled;0
