id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3083212;48.2233666;8003;25.87;3;Scheduled;0
3;16.369448;48.2235657;4774;25.71;3;Scheduled;0
4;16.29052;48.2125488;10368;33.43;2;Scheduled;0
5;16.3393295;48.1806962;5288;29.66;2;OnDemand;25.62
6;16.3592618;48.2142876;11280;31.12;3;OnDemand;26.18
7;16.3169311;48.1990712;1198;29.08;2;OnDemand;39.18
8;16.3665387;48.2143905;11343;33.55;3;OnDemand;52.48
9;16.45452;48.2276787;2279;24.41;1;OnDemand;55.23
10;16.4093024;48.2116038;1725;22.87;3;OnDemand;59.49
11;16.4326067;48.2554153;12272;33.3;1;OnDemand;67.59
12;16.2579415;48.1396246;16046;27.55;3;OnDemand;83.14
13;16.4286407;48.2403168;11947;33.16;1;OnDemand;84.15
14;16.4368328;48.2616086;5636;22.84;1;OnDemand;99.37
15;16.2605627;48.1819263;3591;31.37;3;OnDemand;106.5
16;16.3769939;48.2188792;4181;30.87;3;OnDemand;106.71
17;16.4646639;48.1753389;9789;34.16;3;OnDemand;111.81
18;16.3048165;48.2123773;1134;28.21;2;OnDemand;112.73
19;16.3102797;48.2137126;2882;30.68;2;OnDemand;122.33
20;16.5251115;48.205988;14109;25.83;3;OnDemand;125.41
21;16.4658372;48.1599644;7693;21.51;3;OnDemand;134.72
22;16.3316716;48.1964612;2729;33.91;2;OnDemand;135.5
23;16.4367914;48.2592096;4469;24.25;1;OnDemand;139.09
24;16.4280082;48.2197548;12311;28.86;3;OnDemand;156.77
25;16.3624303;48.2273383;3205;21.66;3;OnDemand;185.4
26;16.4731842;48.2268718;12967;32.61;3;OnDemand;188.88
27;16.4322219;48.2361393;12952;24.77;1;OnDemand;199.87
28;16.3364077;48.2005571;2860;31.74;2;OnDemand;202.29
29;16.2989533;48.189136;2794;24.01;2;OnDemand;220.78
30;16.4479661;48.2646427;13251;23.28;1;OnDemand;226.16
31;16.316536;48.2251788;5964;27.75;3;OnDemand;234.38
32;16.5201302;48.2049651;9178;24.03;3;OnDemand;237.17
33;16.4512762;48.244705;7464;22.72;1;OnDemand;239.29
34;16.3334845;48.1929135;14767;27.78;2;OnDemand;272.36
35;16.427724;48.2398183;11946;28.44;1;OnDemand;277.36
36;16.3315881;48.1931779;1914;21.94;2;OnDemand;288.48
37;16.3130869;48.2026022;1177;23.85;2;OnDemand;297.53
38;16.4673137;48.2473104;13111;30.77;1;OnDemand;299.21
39;16.4087417;48.2547957;13622;34.42;1;OnDemand;305.55
40;16.3389968;48.1897937;13281;21.5;2;OnDemand;313.11
41;16.3331449;48.1880469;14515;31.45;2;OnDemand;322.22
42;16.464288;48.2307661;5479;34.22;1;OnDemand;329.51
43;16.268014;48.1896684;820;32.28;3;OnDemand;339.67
44;16.254687;48.2025138;968;24.62;3;OnDemand;351.23
45;16.4245105;48.1798488;15134;29.74;3;OnDemand;363.39
46;16.3278643;48.1953998;2727;34.3;2;OnDemand;368.73
47;16.3786248;48.2427523;15608;34.31;3;OnDemand;375.4
48;16.3305312;48.1706302;10078;25.1;2;OnDemand;377.52
49;16.2884193;48.185737;3039;23.94;2;OnDemand;382.75
50;16.424265;48.2270001;6160;22.48;1;OnDemand;387.46
