id;longitude;latitude;request_node;service_time_min;cluster;type;arrival_time
1;16.4371334;48.1793636;15824;0;3;Depot;0
2;16.3083212;48.2233666;8003;26.69;3;Scheduled;0
3;16.369448;48.2235657;4774;29.6;3;Scheduled;0
4;16.29052;48.2125488;10368;34.88;2;Scheduled;0
5;16.3195395;48.1560293;13217;27.43;3;Scheduled;0
6;16.2771417;48.1542445;9724;27.27;3;Scheduled;0
7;16.3898564;48.1432395;12758;22.6;3;Scheduled;0
8;16.2731241;48.1879173;10538;31.32;3;Scheduled;0
9;16.4047518;48.1846417;8461;26.81;3;Scheduled;0
10;16.3974802;48.138088;4049;27.67;3;Scheduled;0
11;16.3778727;48.213534;13498;23.11;3;Scheduled;0
12;16.335199;48.2471619;11570;23.43;3;Scheduled;0
13;16.5234499;48.214644;12256;28.94;3;Scheduled;0
14;16.3286983;48.1385561;8788;28.62;3;Scheduled;0
15;16.3381316;48.2085805;1300;21.16;2;Scheduled;0
16;16.3530939;48.2519371;14261;20.53;3;Scheduled;0
17;16.3508677;48.1346426;15853;29.64;3;Scheduled;0
18;16.3835525;48.207399;8521;33.93;3;Scheduled;0
19;16.3776526;48.1981238;1798;28.97;3;Scheduled;0
20;16.3199041;48.1543411;12104;28.41;3;Scheduled;0
21;16.3377833;48.1520489;13902;27.89;3;Scheduled;0
22;16.3506555;48.1976346;9940;34.78;2;Scheduled;0
23;16.5363225;48.2586376;8228;27.61;3;Scheduled;0
24;16.37654;48.2872829;1128;30.24;3;Scheduled;0
25;16.4875304;48.2236388;8920;29.02;3;Scheduled;0
26;16.3166329;48.1657007;877;23.58;2;Scheduled;0
27;16.4095373;48.1592177;8676;23.87;3;Scheduled;0
28;16.4326067;48.2554153;12272;30.94;1;OnDemand;15.25
29;16.2579415;48.1396246;16046;26.79;3;OnDemand;44.53
30;16.4286407;48.2403168;11947;22.63;1;OnDemand;46.43
31;16.4368328;48.2616086;5636;31.2;1;OnDemand;75.1
32;16.2605627;48.1819263;3591;21.57;3;OnDemand;88.52
33;16.3769939;48.2188792;4181;32.97;3;OnDemand;88.92
34;16.4646639;48.1753389;9789;29.22;3;OnDemand;98.52
35;16.3048165;48.2123773;1134;28.36;2;OnDemand;100.27
36;16.3102797;48.2137126;2882;24.93;2;OnDemand;118.35
37;16.5251115;48.205988;14109;26.8;3;OnDemand;124.14
38;16.4658372;48.1599644;7693;27.51;3;OnDemand;141.68
39;16.3316716;48.1964612;2729;22.71;2;OnDemand;143.15
40;16.4367914;48.2592096;4469;27.94;1;OnDemand;149.92
41;16.4280082;48.2197548;12311;21.13;3;OnDemand;183.21
42;16.3624303;48.2273383;3205;24.17;3;OnDemand;237.12
43;16.4731842;48.2268718;12967;23.19;3;OnDemand;243.68
44;16.4322219;48.2361393;12952;24.27;1;OnDemand;264.37
45;16.3364077;48.2005571;2860;33.43;2;OnDemand;268.94
46;16.2989533;48.189136;2794;26.69;2;OnDemand;303.77
47;16.4479661;48.2646427;13251;31.7;1;OnDemand;313.89
48;16.316536;48.2251788;5964;33.21;3;OnDemand;329.37
49;16.5201302;48.2049651;9178;26.2;3;OnDemand;334.62
50;16.4512762;48.244705;7464;20.96;1;OnDemand;338.62
